n,r,m
(:Object {name: 长亭}),[:HAS_MATERIAL],(:Material {name: 木质})
(:Object {name: 长亭}),[:HAS_PROPERTY],(:Property {name: 结构复杂，装饰精美})
(:Object {name: 栏杆}),[:HAS_PROPERTY],(:Property {name: 雕刻细腻，线条流畅})
(:Object {name: 台阶}),[:HAS_MATERIAL],(:Material {name: 石质})
(:Object {name: 台阶}),[:HAS_PROPERTY],(:Property {name: 坚固耐用，设计合理})
(:Object {name: 树木}),[:HAS_PROPERTY],(:Property {name: 枝叶繁茂，形态各异})
(:Object {name: 桥梁}),[:HAS_PROPERTY],(:Property {name: 造型优美，连接两岸})
(:Object {name: 建筑}),[:HAS_MATERIAL],(:Material {name: 砖木})
(:Object {name: 建筑}),[:HAS_PROPERTY],(:Property {name: 结构稳固，装饰华丽})
(:Artwork {name: 咬脐郎打围认母}),[:HAS_THEME],(:Theme {name: 咬脐郎打围认母})
(:Artwork {name: 咬脐郎打围认母}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 黑白})
(:Artwork {name: 咬脐郎打围认母}),[:USES_COMPOSITION],(:Composition {name: 横向叙事，多场景组合})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵甲})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵乙})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵丙})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵丁})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵戊})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵己})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵庚})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵辛})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵壬})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵癸})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵子})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵丑})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵寅})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵卯})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵辰})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵巳})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵午})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵未})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵申})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵酉})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵戌})
(:Artwork {name: 咬脐郎打围认母}),[:DEPICTS],(:Figure {name: 士兵亥})
(:Artwork {name: 咬脐郎打围认母}),[:CONTAINS],(:Object {name: 弓箭})
(:Artwork {name: 咬脐郎打围认母}),[:CONTAINS],(:Object {name: 马匹})
(:Artwork {name: 咬脐郎打围认母}),[:CONTAINS],(:Object {name: 猎物（鹿、兔等）})
(:Artwork {name: 咬脐郎打围认母}),[:CONTAINS],(:Object {name: 树木})
(:Artwork {name: 咬脐郎打围认母}),[:CONTAINS],(:Object {name: 山石})
(:Artwork {name: 咬脐郎打围认母}),[:CONTAINS],(:Object {name: 房屋})
(:Figure {name: 咬脐郎}),[:IS_A],(:FigureAttribute {name: 主角})
(:Figure {name: 咬脐郎}),[:HAS_FEATURE],(:Feature {name: 英俊威武})
(:Figure {name: 咬脐郎}),[:WEARS],(:Costume {name: 古代战袍})
(:Figure {name: 咬脐郎}),[:HAS_POSE],(:Pose {name: 骑马持弓箭})
(:Figure {name: 咬脐郎}),[:HOLDS],(:Object {name: 弓箭})
(:Figure {name: 咬脐郎}),[:HOLDS],(:Object {name: 马匹})
(:Object {name: 弓箭}),[:HAS_PROPERTY],(:Property {name: 用于狩猎和战斗})
(:Object {name: 马匹}),[:HAS_MATERIAL],(:Material {name: 生物})
(:Object {name: 马匹}),[:HAS_PROPERTY],(:Property {name: 用于骑行})
(:Object {name: 猎物（鹿、兔等）}),[:HAS_MATERIAL],(:Material {name: 生物})
(:Object {name: 猎物（鹿、兔等）}),[:HAS_PROPERTY],(:Property {name: 作为狩猎目标})
(:Object {name: 树木}),[:HAS_PROPERTY],(:Property {name: 构成背景环境})
(:Object {name: 山石}),[:HAS_PROPERTY],(:Property {name: 构成背景环境})
(:Object {name: 房屋}),[:HAS_PROPERTY],(:Property {name: 作为背景建筑})
(:Artwork {name: 千里送荆娘}),[:HAS_THEME],(:Theme {name: 赵匡胤千里送京娘})
(:Artwork {name: 千里送荆娘}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 黑白})
(:Artwork {name: 千里送荆娘}),[:USES_COMPOSITION],(:Composition {name: 横向叙事，多场景连续布局})
(:Artwork {name: 千里送荆娘}),[:DEPICTS],(:Figure {name: 京娘})
(:Artwork {name: 千里送荆娘}),[:DEPICTS],(:Figure {name: 随从1})
(:Artwork {name: 千里送荆娘}),[:DEPICTS],(:Figure {name: 随从2})
(:Artwork {name: 千里送荆娘}),[:DEPICTS],(:Figure {name: 随从3})
(:Artwork {name: 千里送荆娘}),[:DEPICTS],(:Figure {name: 随从4})
(:Artwork {name: 千里送荆娘}),[:DEPICTS],(:Figure {name: 随从5})
(:Artwork {name: 千里送荆娘}),[:DEPICTS],(:Figure {name: 随从6})
(:Artwork {name: 千里送荆娘}),[:CONTAINS],(:Object {name: 马车})
(:Artwork {name: 千里送荆娘}),[:CONTAINS],(:Object {name: 武器1})
(:Artwork {name: 千里送荆娘}),[:CONTAINS],(:Object {name: 武器2})
(:Artwork {name: 千里送荆娘}),[:CONTAINS],(:Object {name: 武器3})
(:Artwork {name: 千里送荆娘}),[:CONTAINS],(:Object {name: 武器4})
(:Artwork {name: 千里送荆娘}),[:CONTAINS],(:Object {name: 武器5})
(:Artwork {name: 千里送荆娘}),[:CONTAINS],(:Object {name: 武器6})
(:Figure {name: 赵匡胤}),[:IS_A],(:FigureAttribute {name: 主角})
(:Figure {name: 赵匡胤}),[:HAS_FEATURE],(:Feature {name: 英勇威武})
(:Figure {name: 赵匡胤}),[:WEARS],(:Costume {name: 古代武士装})
(:Figure {name: 赵匡胤}),[:HAS_POSE],(:Pose {name: 骑马持武器})
(:Figure {name: 京娘}),[:IS_A],(:FigureAttribute {name: 女主角})
(:Figure {name: 京娘}),[:HAS_FEATURE],(:Feature {name: 柔美端庄})
(:Figure {name: 京娘}),[:WEARS],(:Costume {name: 古代女子服饰})
(:Figure {name: 京娘}),[:HAS_POSE],(:Pose {name: 坐在马车上})
(:Figure {name: 随从1}),[:IS_A],(:FigureAttribute {name: 随从})
(:Figure {name: 随从1}),[:HAS_FEATURE],(:Feature {name: 忠诚勇敢})
(:Figure {name: 随从1}),[:WEARS],(:Costume {name: 古代随从装})
(:Figure {name: 随从1}),[:HAS_POSE],(:Pose {name: 站立持武器})
(:Figure {name: 随从2}),[:IS_A],(:FigureAttribute {name: 随从})
(:Figure {name: 随从2}),[:HAS_FEATURE],(:Feature {name: 忠诚勇敢})
(:Figure {name: 随从2}),[:WEARS],(:Costume {name: 古代随从装})
(:Figure {name: 随从2}),[:HAS_POSE],(:Pose {name: 站立持武器})
(:Figure {name: 随从3}),[:IS_A],(:FigureAttribute {name: 随从})
(:Figure {name: 随从3}),[:HAS_FEATURE],(:Feature {name: 忠诚勇敢})
(:Figure {name: 随从3}),[:WEARS],(:Costume {name: 古代随从装})
(:Figure {name: 随从3}),[:HAS_POSE],(:Pose {name: 站立持武器})
(:Figure {name: 随从4}),[:IS_A],(:FigureAttribute {name: 随从})
(:Figure {name: 随从4}),[:HAS_FEATURE],(:Feature {name: 忠诚勇敢})
(:Figure {name: 随从4}),[:WEARS],(:Costume {name: 古代随从装})
(:Figure {name: 随从4}),[:HAS_POSE],(:Pose {name: 站立持武器})
(:Figure {name: 随从5}),[:IS_A],(:FigureAttribute {name: 随从})
(:Figure {name: 随从5}),[:HAS_FEATURE],(:Feature {name: 忠诚勇敢})
(:Figure {name: 随从5}),[:WEARS],(:Costume {name: 古代随从装})
(:Figure {name: 随从5}),[:HAS_POSE],(:Pose {name: 站立持武器})
(:Figure {name: 随从6}),[:IS_A],(:FigureAttribute {name: 随从})
(:Figure {name: 随从6}),[:HAS_FEATURE],(:Feature {name: 忠诚勇敢})
(:Figure {name: 随从6}),[:WEARS],(:Costume {name: 古代随从装})
(:Figure {name: 随从6}),[:HAS_POSE],(:Pose {name: 站立持武器})
(:Figure {name: 赵匡胤}),[:HOLDS],(:Object {name: 武器1})
(:Figure {name: 随从1}),[:HOLDS],(:Object {name: 武器2})
(:Figure {name: 随从2}),[:HOLDS],(:Object {name: 武器3})
(:Figure {name: 随从3}),[:HOLDS],(:Object {name: 武器4})
(:Figure {name: 随从4}),[:HOLDS],(:Object {name: 武器5})
(:Figure {name: 随从5}),[:HOLDS],(:Object {name: 武器6})
(:Object {name: 马车}),[:HAS_PROPERTY],(:Property {name: 华丽精致})
(:Object {name: 武器1}),[:HAS_MATERIAL],(:Material {name: 金属})
(:Object {name: 武器2}),[:HAS_MATERIAL],(:Material {name: 金属})
(:Object {name: 武器3}),[:HAS_MATERIAL],(:Material {name: 金属})
(:Object {name: 武器4}),[:HAS_MATERIAL],(:Material {name: 金属})
(:Object {name: 武器5}),[:HAS_MATERIAL],(:Material {name: 金属})
(:Object {name: 武器6}),[:HAS_MATERIAL],(:Material {name: 金属})
(:Artwork {name: 包公出世}),[:HAS_THEME],(:Theme {name: 包公出世})
(:Artwork {name: 包公出世}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 黑白})
(:Artwork {name: 包公出世}),[:USES_COMPOSITION],(:Composition {name: 庭院布局，人物居中，背景有山景和柳树})
(:Artwork {name: 包公出世}),[:DEPICTS],(:Figure {name: 侍女})
(:Artwork {name: 包公出世}),[:DEPICTS],(:Figure {name: 老者})
(:Figure {name: 包公}),[:IS_A],(:FigureAttribute {name: 主角})
(:Figure {name: 包公}),[:HAS_FEATURE],(:Feature {name: 头戴巾帽，面带严肃表情})
(:Figure {name: 包公}),[:WEARS],(:Costume {name: 长袍})
(:Figure {name: 包公}),[:HAS_POSE],(:Pose {name: 站立，双手背后})
(:Figure {name: 侍女}),[:HAS_FEATURE],(:Feature {name: 年轻，面容清秀})
(:Figure {name: 侍女}),[:WEARS],(:Costume {name: 传统服饰})
(:Figure {name: 侍女}),[:HAS_POSE],(:Pose {name: 手持托盘，恭敬站立})
(:Figure {name: 老者}),[:HAS_FEATURE],(:Feature {name: 年迈，胡须花白})
(:Figure {name: 老者}),[:HAS_POSE],(:Pose {name: 手扶栏杆，注视前方})
(:Artwork {name: 包公出世}),[:CONTAINS],(:Object {name: 托盘})
(:Artwork {name: 包公出世}),[:CONTAINS],(:Object {name: 栏杆})
(:Artwork {name: 包公出世}),[:CONTAINS],(:Object {name: 盆栽})
(:Object {name: 托盘}),[:HAS_PROPERTY],(:Property {name: 圆形，上面放置物品})
(:Object {name: 栏杆}),[:HAS_PROPERTY],(:Property {name: 围绕庭院，雕刻花纹})
(:Object {name: 盆栽}),[:HAS_PROPERTY],(:Property {name: 种植绿色植物，置于地面})
(:Artwork {name: 渭水河}),[:HAS_THEME],(:Theme {name: 渭水访贤})
(:Artwork {name: 渭水河}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 黑白})
(:Artwork {name: 渭水河}),[:USES_COMPOSITION],(:Composition {name: 横向展开，多层次布局})
(:Artwork {name: 渭水河}),[:DEPICTS],(:Figure {name: 姜太公})
(:Artwork {name: 渭水河}),[:DEPICTS],(:Figure {name: 随从})
(:Artwork {name: 渭水河}),[:CONTAINS],(:Object {name: 马车})
(:Artwork {name: 渭水河}),[:CONTAINS],(:Object {name: 宝剑})
(:Artwork {name: 渭水河}),[:CONTAINS],(:Object {name: 城楼})
(:Figure {name: 姜太公}),[:IS_A],(:FigureAttribute {name: 古代贤士})
(:Figure {name: 姜太公}),[:HAS_FEATURE],(:Feature {name: 白发长须，手持钓竿})
(:Figure {name: 姜太公}),[:WEARS],(:Costume {name: 古代布衣})
(:Figure {name: 姜太公}),[:HAS_POSE],(:Pose {name: 垂钓姿态})
(:Figure {name: 周文王}),[:IS_A],(:FigureAttribute {name: 古代帝王})
(:Figure {name: 周文王}),[:HAS_FEATURE],(:Feature {name: 身穿龙袍，头戴冠冕})
(:Figure {name: 周文王}),[:WEARS],(:Costume {name: 古代帝王服饰})
(:Figure {name: 周文王}),[:HAS_POSE],(:Pose {name: 乘车姿态})
(:Figure {name: 随从}),[:IS_A],(:FigureAttribute {name: 古代侍卫或官员})
(:Figure {name: 随从}),[:HAS_FEATURE],(:Feature {name: 身着盔甲或官服，表情严肃})
(:Figure {name: 随从}),[:WEARS],(:Costume {name: 古代盔甲或官服})
(:Figure {name: 随从}),[:HAS_POSE],(:Pose {name: 站立或行进姿态})
(:Object {name: 马车}),[:HAS_MATERIAL],(:Material {name: 木质})
(:Object {name: 马车}),[:HAS_PROPERTY],(:Property {name: 华丽装饰})
(:Object {name: 宝剑}),[:HAS_PROPERTY],(:Property {name: 锋利且装饰精美})
(:Object {name: 城楼}),[:HAS_PROPERTY],(:Property {name: 宏伟壮观})
(:Figure {name: 周文王}),[:HOLDS],(:Object {name: 宝剑})
(:Artwork {name: 忠义堂}),[:HAS_THEME],(:Theme {name: 忠义堂聚会})
(:Artwork {name: 忠义堂}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 黑白})
(:Artwork {name: 忠义堂}),[:USES_COMPOSITION],(:Composition {name: 对称布局，中央突出主要人物})
(:Artwork {name: 忠义堂}),[:DEPICTS],(:Figure {name: 公孙胜})
(:Artwork {name: 忠义堂}),[:DEPICTS],(:Figure {name: 吴用})
(:Artwork {name: 忠义堂}),[:DEPICTS],(:Figure {name: 卢俊义})
(:Artwork {name: 忠义堂}),[:DEPICTS],(:Figure {name: 其他梁山好汉})
(:Artwork {name: 忠义堂}),[:CONTAINS],(:Object {name: 宝座})
(:Artwork {name: 忠义堂}),[:CONTAINS],(:Object {name: 旗帜})
(:Artwork {name: 忠义堂}),[:CONTAINS],(:Object {name: 建筑})
(:Figure {name: 宋江}),[:IS_A],(:FigureAttribute {name: 梁山泊首领})
(:Figure {name: 宋江}),[:HAS_FEATURE],(:Feature {name: 长须，稳重})
(:Figure {name: 宋江}),[:WEARS],(:Costume {name: 古代官服})
(:Figure {name: 宋江}),[:HAS_POSE],(:Pose {name: 端坐于宝座})
(:Figure {name: 公孙胜}),[:IS_A],(:FigureAttribute {name: 梁山泊军师})
(:Figure {name: 公孙胜}),[:HAS_FEATURE],(:Feature {name: 道袍，仙风道骨})
(:Figure {name: 公孙胜}),[:WEARS],(:Costume {name: 道袍})
(:Figure {name: 公孙胜}),[:HAS_POSE],(:Pose {name: 站立，手持拂尘})
(:Figure {name: 吴用}),[:IS_A],(:FigureAttribute {name: 智多星})
(:Figure {name: 吴用}),[:HAS_FEATURE],(:Feature {name: 智慧，沉着})
(:Figure {name: 吴用}),[:WEARS],(:Costume {name: 古代文士服装})
(:Figure {name: 吴用}),[:HAS_POSE],(:Pose {name: 站立，手执书卷})
(:Figure {name: 卢俊义}),[:IS_A],(:FigureAttribute {name: 河北玉麒麟})
(:Figure {name: 卢俊义}),[:HAS_FEATURE],(:Feature {name: 威武，勇猛})
(:Figure {name: 卢俊义}),[:WEARS],(:Costume {name: 古代武士装})
(:Figure {name: 卢俊义}),[:HAS_POSE],(:Pose {name: 站立，手持武器})
(:Figure {name: 其他梁山好汉}),[:IS_A],(:FigureAttribute {name: 梁山泊英雄})
(:Figure {name: 其他梁山好汉}),[:HAS_FEATURE],(:Feature {name: 各具特色，英勇})
(:Figure {name: 其他梁山好汉}),[:WEARS],(:Costume {name: 古代各式服装})
(:Figure {name: 其他梁山好汉}),[:HAS_POSE],(:Pose {name: 站立或行走，姿态各异})
(:Object {name: 宝座}),[:HAS_PROPERTY],(:Property {name: 华丽，雕刻精细})
(:Object {name: 旗帜}),[:HAS_PROPERTY],(:Property {name: 飘扬，图案清晰})
(:Object {name: 建筑}),[:HAS_MATERIAL],(:Material {name: 砖石木结构})
(:Object {name: 建筑}),[:HAS_PROPERTY],(:Property {name: 宏伟，装饰繁复})
(:Artwork {name: 收陆文龙}),[:HAS_THEME],(:Theme {name: 收服陆文龙})
(:Artwork {name: 收陆文龙}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 黑白})
(:Artwork {name: 收陆文龙}),[:USES_COMPOSITION],(:Composition {name: 横向叙事，多场景连续布局})
(:Artwork {name: 收陆文龙}),[:DEPICTS],(:Figure {name: 其他将士})
(:Artwork {name: 收陆文龙}),[:CONTAINS],(:Object {name: 战马})
(:Artwork {name: 收陆文龙}),[:CONTAINS],(:Object {name: 武器})
(:Figure {name: 岳飞}),[:IS_A],(:FigureAttribute {name: 南宋抗金名将})
(:Figure {name: 岳飞}),[:HAS_FEATURE],(:Feature {name: 威武雄壮，面容坚毅})
(:Figure {name: 岳飞}),[:WEARS],(:Costume {name: 古代战袍，头戴盔甲})
(:Figure {name: 岳飞}),[:HAS_POSE],(:Pose {name: 骑马挥剑，指挥作战})
(:Figure {name: 陆文龙}),[:IS_A],(:FigureAttribute {name: 金国猛将})
(:Figure {name: 陆文龙}),[:HAS_FEATURE],(:Feature {name: 勇猛善战，年轻英俊})
(:Figure {name: 陆文龙}),[:WEARS],(:Costume {name: 金国战袍，头戴战盔})
(:Figure {name: 陆文龙}),[:HAS_POSE],(:Pose {name: 骑马持枪，与岳家军交战})
(:Figure {name: 其他将士}),[:IS_A],(:FigureAttribute {name: 岳家军和其他士兵})
(:Figure {name: 其他将士}),[:HAS_FEATURE],(:Feature {name: 各具特色，英勇奋战})
(:Figure {name: 其他将士}),[:WEARS],(:Costume {name: 各式战袍和盔甲})
(:Figure {name: 其他将士}),[:HAS_POSE],(:Pose {name: 或骑马冲锋，或步战搏斗})
(:Object {name: 战马}),[:HAS_PROPERTY],(:Property {name: 形态各异，生动逼真})
(:Object {name: 武器}),[:HAS_PROPERTY],(:Property {name: 种类繁多，细节丰富})
(:Figure {name: 岳飞}),[:HOLDS],(:Object {name: 武器})
(:Figure {name: 陆文龙}),[:HOLDS],(:Object {name: 武器})
(:Figure {name: 其他将士}),[:HOLDS],(:Object {name: 武器})
(:Figure {name: 岳飞}),[:RIDES],(:Object {name: 战马})
(:Figure {name: 陆文龙}),[:RIDES],(:Object {name: 战马})
(:Figure {name: 其他将士}),[:RIDES],(:Object {name: 战马})
(:Artwork {name: 白蛇传}),[:HAS_THEME],(:Theme {name: 白蛇传故事})
(:Artwork {name: 白蛇传}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 黑白})
(:Artwork {name: 白蛇传}),[:USES_COMPOSITION],(:Composition {name: 横向叙事布局})
(:Artwork {name: 白蛇传}),[:DEPICTS],(:Figure {name: 白娘子})
(:Artwork {name: 白蛇传}),[:DEPICTS],(:Figure {name: 许仙})
(:Artwork {name: 白蛇传}),[:DEPICTS],(:Figure {name: 小青})
(:Artwork {name: 白蛇传}),[:DEPICTS],(:Figure {name: 船夫})
(:Artwork {name: 白蛇传}),[:CONTAINS],(:Object {name: 船只})
(:Artwork {name: 白蛇传}),[:CONTAINS],(:Object {name: 宝塔})
(:Figure {name: 白娘子}),[:HAS_FEATURE],(:Feature {name: 美丽、温柔})
(:Figure {name: 白娘子}),[:WEARS],(:Costume {name: 古代女子服饰})
(:Figure {name: 白娘子}),[:HAS_POSE],(:Pose {name: 站立、手持扇子})
(:Figure {name: 许仙}),[:IS_A],(:FigureAttribute {name: 男性})
(:Figure {name: 许仙}),[:HAS_FEATURE],(:Feature {name: 文雅、书生气质})
(:Figure {name: 许仙}),[:WEARS],(:Costume {name: 古代男子服饰})
(:Figure {name: 许仙}),[:HAS_POSE],(:Pose {name: 站立、与白娘子对话})
(:Figure {name: 小青}),[:HAS_FEATURE],(:Feature {name: 活泼、机灵})
(:Figure {name: 小青}),[:WEARS],(:Costume {name: 古代女子服饰})
(:Figure {name: 小青}),[:HAS_POSE],(:Pose {name: 站立、表情生动})
(:Figure {name: 法海}),[:IS_A],(:FigureAttribute {name: 男性僧人})
(:Figure {name: 法海}),[:HAS_FEATURE],(:Feature {name: 严肃、威严})
(:Figure {name: 法海}),[:WEARS],(:Costume {name: 僧袍})
(:Figure {name: 法海}),[:HAS_POSE],(:Pose {name: 站立、手持禅杖})
(:Figure {name: 船夫}),[:IS_A],(:FigureAttribute {name: 男性劳动者})
(:Figure {name: 船夫}),[:HAS_FEATURE],(:Feature {name: 朴实、勤劳})
(:Figure {name: 船夫}),[:WEARS],(:Costume {name: 简单劳动服})
(:Figure {name: 船夫}),[:HAS_POSE],(:Pose {name: 划船})
(:Object {name: 船只}),[:HAS_PROPERTY],(:Property {name: 传统木船样式})
(:Object {name: 宝塔}),[:HAS_PROPERTY],(:Property {name: 多层、尖顶})
(:Figure {name: 白娘子}),[:HOLDS],(:Object {name: 扇子})
(:Artwork {name: 朱洪武放牛}),[:HAS_THEME],(:Theme {name: 朱洪武放牛的故事})
(:Artwork {name: 朱洪武放牛}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 黑白})
(:Artwork {name: 朱洪武放牛}),[:USES_COMPOSITION],(:Composition {name: 横向展开，多场景连续叙事})
(:Artwork {name: 朱洪武放牛}),[:DEPICTS],(:Figure {name: 朱洪武（少年）})
(:Artwork {name: 朱洪武放牛}),[:DEPICTS],(:Figure {name: 牧童})
(:Artwork {name: 朱洪武放牛}),[:DEPICTS],(:Figure {name: 村民})
(:Artwork {name: 朱洪武放牛}),[:DEPICTS],(:Figure {name: 牛})
(:Artwork {name: 朱洪武放牛}),[:CONTAINS],(:Object {name: 房屋})
(:Artwork {name: 朱洪武放牛}),[:CONTAINS],(:Object {name: 柳树})
(:Artwork {name: 朱洪武放牛}),[:CONTAINS],(:Object {name: 石桌椅})
(:Figure {name: 朱洪武（少年）}),[:IS_A],(:FigureAttribute {name: 主角})
(:Figure {name: 朱洪武（少年）}),[:HAS_FEATURE],(:Feature {name: 年轻、活泼})
(:Figure {name: 朱洪武（少年）}),[:WEARS],(:Costume {name: 传统汉服})
(:Figure {name: 朱洪武（少年）}),[:HAS_POSE],(:Pose {name: 奔跑、玩耍})
(:Figure {name: 牧童}),[:IS_A],(:FigureAttribute {name: 配角})
